recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
airfried brussels sprout balsamichoney glaze feta,air fryer recipe,air fryer side dish recipe,air fryer brussels sprout balsamic tender bite crispy exterior perfect combo sweet salty spicy great chicken rice roasted turkey ham pork,1 u00bc pound brussels sprout trimmed halved 1 olive oil u00bd kosher salt u215b cayenne pepper 2 honey 2 balsamic vinegar u00bc crumbled feta cheese,place brussels sprout medium bowl toss oil salt cayenne place air fryer basket air fry golden brown crisp around edge 13 15 minute meanwhile whisk honey balsamic vinegar together smooth toss cooked sprout glaze sprinkle feta cheese,7,3
air fryer okra fry,air fryer recipe,air fryer side dish recipe,love taste deepfried okra sometimes though want limit carbs make okra fry give flavor fried okra far fewer calorie much less fat okra fry tasty snack interesting veggie side dinner love munch plain snack serve dipping sauce choice,1 pound fresh okra 3inches long 1 u00bd extravirgin olive oil u00bd seasoned salt taste,preheat air fryer 400 degree f 200 degree c wash dry okra trim stem tip slice half lengthwise place bowl toss olive oil seasoned salt put okra slice cutsides basket air fryer batch necessary cook crispy 12 15 minute,3,3
air fryer fried okra,air fryer recipe,air fryer side dish recipe,fried okra made air fryer super easy cornmeal coating make golden brown crunchy outside delicious sriracha mayo dip ketchup ranch,1 large egg u00bd pound okra pod cut 12inch slice 1 cornmeal u00bc flour cooking spray salt taste,place egg shallow dish beat gently stir sliced okra combine cornmeal flour gallonsize resealable plastic bag drop 5 slice okra cornmeal mixture zip bag shake remove breaded okra plate repeat remaining okra slice preheat air fryer 400 degree f 200 degree c place 12 breaded okra slice basket air fryer spray cooking spray cook 4 minute shake basket mist okra cooking spray cook additional 4 minute shake basket one last time cook 2 minute remove okra basket salt taste repeat remaining okra slice,6,4
air fryer sweet potato tot,air fryer recipe,air fryer side dish recipe,sweet potato tot kick made lighter preparing air fryer serve ketchup favorite dipping sauce,2 sweet potato peeled u00bd cajun seasoning olive oil cooking spray sea salt taste,bring pot water boil add sweet potato boil potato pierced fork still firm 15 minute overboil messy grate drain let cool grate sweet potato bowl using box grater carefully mix cajun seasoning form mixture totshaped cylinder spray air fryer basket olive oil spray place tot basket single row without touching side basket spray tot olive oil spray sprinkle sea salt heat air fryer 400 degree f 200 degree c cook tot 8 minute turn spray olive oil spray sprinkle sea salt cook 8 minute,4,4
air fryer cauliflower tot,air fryer recipe,air fryer side dish recipe,recipe air fryer tater tot made cauliflower great way get family eat veggie best part never know table less 10 minute wont heat house turning oven,cooking spray 1 16 ounce package frozen cauliflower tot green giant cauliflower veggie tot,preheat air fryer 400 degree f 200 degree c according manufacturer instruction coat air fryer basket cooking spray place many cauliflower tot fit basket making sure touch cooking batch necessary cook preheated air fryer 6 minute flip tot continue cooking browned cooked 3 minute,2,3
air fryer falafel,air fryer recipe,air fryer side dish recipe,youve soaked chickpea use food processor air fryer quickly bake spicy falafel patty serve favorite garnish sauce,1 dry garbanzo bean 1 u00bd fresh cilantro stem removed u00be fresh flatleafed parsley stem removed 1 small red onion quartered 1 clove garlic 2 chickpea flour 1 coriander 1 cumin 1 riracha sauce salt black pepper taste u00bd baking powder u00bc baking soda cooking spray,soak chickpea large amount cool water 24 hour rub soaked chickpea finger help loosen remove skin rinse drain well spread chickpea large clean dish towel dry blend chickpea cilantro parsley onion garlic food processor rough paste form transfer mixture large bowl add chickpea flour coriander cumin sriracha salt pepper mix well cover bowl let mixture rest 1 hour preheat air fryer 375 degree f 190 degree c add baking powder baking soda chickpea mixture mix using hand combined form 15 equalsized ball press slightly form patty spray falafel patty cooking spray place 7 falafel patty preheated air fryer cook 10 minute transfer cooked falafel plate repeat remaining 8 falafel cooking 10 12 minute,13,5
air fryer root vegetable vegan aioli,air fryer recipe,air fryer side dish recipe,air fryer root vegetable vegan aioli recipe combine parsnip carrot baby red potato red onion garlic rosemary make delicious meal dont fresh rosemary use another fresh herb like try airfried root vegetable vegan garlic aiolii think like,u00bd vegan mayonnaise vegenaise 1 clove garlic u00bd fresh lemon juice salt black pepper taste,combine mayonnaise garlic lemon juice small bowl season salt black pepper chill refrigerator ready serve preheat air fryer 400 degree f 200 degree c according manufacturer instruction combine olive oil rosemary garlic 1 salt 12 black pepper small bowl set aside blend flavor combine parsnip potato carrot onion large bowl stir olive oilrosemary mixture vegetable evenly coated place single layer vegetable air fryer basket add rack another single layer vegetable rack set remaining vegetable aside air fry vegetable 15 minute transfer airfried vegetable plate keep warm continue air frying 5 minute interval vegetable reach desired doneness browning place remaining vegetable single layer air fryer basket adding rack another single layer vegetable needed air fry vegetable reach desired doneness browning 15 minute checking doneness needed serve aioli garnish lemon zest,4,7
airfried carrot balsamic glaze,air fryer recipe,air fryer side dish recipe,honeyroasted carrot still warm air fryer tossed buttery balsamic glaze sprinkled chive simple quick weeknight side dish recipe,olive oil brushing 1 olive oil 1 honey u00bc kosher salt u00bc black pepper 1 pound tricolored baby carrot 1 balsamic glaze 1 butter 2 fresh chive,brush air fryer basket olive oil whisk together 1 olive oil honey salt pepper large bowl add carrot toss coat place carrot air fryer basket single layer batch needed cook air fryer 390 degree f 200 degree c stirring tender 10 minute transfer warm cooked carrot large bowl add balsamic glaze butter toss coat sprinkle chive serve,9,3
airfried ratatouille italianstyle,air fryer recipe,air fryer side dish recipe,traditional ratatouille vegetable zucchini mixed italian herb airfried create quick easy side dish nutritious delicious using air fryer ratatouille keep vegetable getting soggy without using much oil need baking accessory adaptable baking dish use inside air fryer basket,u00bd small eggplant cut cube 1 zucchini cut cube 1 medium tomato cut cube u00bd large yellow bell pepper cut cube u00bd large red bell pepper cut cube u00bd onion cut cube 1 fresh cayenne pepper diced 5 sprig fresh basil stemmed 2 sprig fresh oregano stemmed 1 clove garlic crushed salt black pepper taste 1 olive oil 1 white wine 1 vinegar,preheat air fryer 400 degree f 200 degree c place eggplant zucchini tomato bell pepper onion bowl add cayenne pepper basil oregano garlic salt pepper mix well distribute everything evenly drizzle oil wine vinegar mixing coat vegetable pour vegetable mixture baking dish insert basket air fryer cook 8 minute stir cook another 8 minute stir continue cooking tender stirring every 5 minute 10 15 minute turn air fryer leaving dish inside let rest 5 minute serving,14,3
air fryer roasted sweet potato,air fryer recipe,air fryer side dish recipe,love roasted vegetable especially sweet potato imagine surprise find fast delicious prepared air fryer every air fryer capacity performance different may need adjust time temperature sweet potato easily adapted style seasoning likeplain simple sweet spicy add much little suggested seasoning try seasoning combo,1 pound sweet potato peeled cut 1inch chunk 1 unsalted butter melted u00bd salt taste 1 dash cayenne pepper u215b ginger u00bd white sugar,preheat air fryer 400 degree f 200 degree c directed air fryer manufacturer place sweet potato chunk mixing bowl drizzle melted butter sweet potato stir coat add salt cayenne pepper ginger sugar combination spice stir combine place sweet potato air fryer single layer airfry 10 12 minute stirring shaking sweet potato halfway air frying time serve warm,6,3
airfried purple yam fry sour cream sriracha sauce,air fryer recipe,air fryer side dish recipe,make purple yam fry air fryer toss sriracha salt olive oil airfry crispy simple combination cool sour cream sriracha complement sweet fry procedure cooking yam air fryer different cooking potato,1 u2153 pound ube purple yam peeled cut 14inchthick fry 2 olive oil 1 srirachaflavored salt u2153 sour cream 2 sriracha sauce taste,preheat air fryer 320 degree f 160 degree c place yam fry bowl add olive oil srirachaflavored salt toss coat evenly pour air fryer basket cook preheated air fryer 16 minute increase heat 400 degree f 200 degree c shake basket cook 5 minute meanwhile mix sour cream sriracha sauce bowl serve alongside yam fry,5,4
air fryer pasta taco,air fryer recipe,air fryer appetizer snack recipe,air fryer pasta taco fusion manicotti taco pasta shell filled taco seasoned beef cheese coated crushed tortilla chip air fried crunchy savory pasta taco,1 8 ounce box manicotti pasta 1 pound beef 1 packet taco seasoning 4 ounce green chile 1 10 ounce tomato green chile rotelu00ae drained 2 cheddar cheese 3 large egg 2 milk halfandhalf 3 tortilla chip salsa hot sauce sour cream andor guacamole,bring large pot salted water boil add pasta cook 6 minute drain rinse cold water set aside heat nonstick skillet mediumhigh heat add beef cook crumbling spoon evenly browned 7 minute add taco seasoning green chile rotel stir scraping browned bit bottom pan remove heat stir cheddar cheese fill pasta shell beef mixture freeze least 30 minute 1 hour meanwhile whisk together egg milk shallow dish place crushed tortilla chip second shallow dish lighty coat filled pasta egg wash coat crushed crumb pressing lightly adhere necessary preheat air fryer 400 degree f 200 degree c according manufacturer instruction working 2 batch air fry pasta taco 10 12 minute serve desired topping,10,7
air fryer honey mustard salmon bite,air fryer recipe,air fryer appetizer snack recipe,air fryer honey mustard salmon bite quick easy make air fryer honey mustard salmon delicious togetherthese bite hit next party,1 pound salmon 1 olive oil 12 paprika 14 salt 18 black pepper 14 honey mustard,gather ingredient preheat air fryer 400 degree f 200 degree c combine salmon oil paprika salt pepper small mixing bowl toss combine place seasoned salmon basket air fryer air fry 4 minute using basting brush lightly brush honey mustard salmon piece stick toothpick bite air fry fish flake easily fork 4 minute transfer serving plate serve immediately,6,6
panko sesame crusted salmon bite,air fryer recipe,air fryer appetizer snack recipe,airfried panko sesame crusted salmon bite crunchy nutty crust surrounding tender buttery perfectlycooked salmon youll time stir sweetsavory kewpie mayonnaise soy sesame chiligarliclime dipping sauce salmon bite fryer,1 pound salmon fillet 1 kosher salt 1 granulated garlic 12 mayonnaise 1 toasted sesame oil 1 soy sauce 1 12 lime juice 12 panko japanesestyle breadcrumb 12 toasted sesame seed cooking spray 2 chili garlic sauce 1 honey,gather ingredient sprinkle salmon evenly 12 salt whisk together granulated garlic 14 mayonnaise 1 12 sesame oil 1 12 soy sauce 1 lime juice remaining 12 salt bowl add salmon mayonnaise mixture gently toss coat stir together panko sesame seed 1 sesame oil shallow bowl working 4 batch dredge salmon panko mixture gently pressing adhere transfer large plate baking sheet lightly coat air fryer basket cooking spray place half salmon basket spaced least 1 inch apart cook 400 degree f 200 degree c browned instantread thermometer inserted thickest part salmon register 125 degree f 52 degree c 5 minute transfer cooked salmon plate repeat remaining salmon salmon cook stir together chili garlic sauce honey remaining 14 mayonnaise 1 12 soy sauce 12 toasted sesame oil 12 lime juice small bowl drizzle chili garlic mixture cooked salmon serve lime wedge,12,5
wet wet wing,air fryer recipe,air fryer appetizer snack recipe,fingerlicking chicken wing covered wet wet sauce surely smash hit next gathering,2 pound chicken wing drummettes 1 oil 1 12 kosher salt 12 pepper 1 wet wet sauce 12 bunchgreen onion green part sliced optional green onion green part sliced optional 1 sesame seed optional,toss wing bowl oil salt pepper transfer air fryer basket air fry wing 400 degree f 200 degree c cooked crisp 20 25 minute wing cook prepare wet wet sauce set aside pour wet wet sauce wing toss well coated sauce sprinkle green onion sesame seed desired,7,4
lemon garlic butter chicken spiedini,air fryer recipe,air fryer appetizer snack recipe,lemon garlic butter chicken spiedini airfried crispy golden breaded chicken skewer light lemon garlic butter drizzle,12 extravirgin olive oil 14 white wine pinot grigio 3 lemon juice 1 lemon zest 4 clove garlic 14 crushed red pepper flake 14 oregano 2 kosher salt 1 pepper 2 pound skinless boneless chicken thigh 23 italian breadcrumb 23 panko 12 grated parmesan cheese 12 garlic powder skewer cooking spray 4 butter 2 fresh parsley,whisk together olive oil wine 2 lemon juice lemon zest 12 garlic crushed red pepper oregano 1 salt 12 pepper bowl add chicken toss coat cover refrigerate 30 minute 1 hour stir together remaining salt pepper bread crumb panko parmesan cheese garlic powder shallow dish remove chicken marinade toss coat breadcrumb mixture pressing adhere necessary thread chicken onto skewer coat olive oil cooking spray preheat air fryer 390 degree f 198 degree c air fry chicken longer pink center juice run clear lightly golden brown crisp 12 minute instant read thermometer inserted near center read 165 degree f 74 degree c meanwhile melt butter remaining garlic microwavesafe dish high microwave 10 second stir remaining lemon juice parsley drizzle butter mixture chicken serving,18,4
crispy air fryer potato bite,air fryer recipe,air fryer appetizer snack recipe,crispy air fryer potato bite crispy flavorful outside tender inside grated parmesan creates perfect crust air fryer,1 pound red potato 1 olive oil 12 garlic powder 14 salt 18 black pepper 2 grated parmesan cheese,preheat air fryer 400 degree f 200 degree c according manufacturer instruction place cubed potato large bowl add olive oil toss coat add garlic powder salt pepper toss add grated parmesan toss one last time place seasoned potato basket preheated air fryer cook 8 minute shake cook tender 4 minute serve immediately,6,3
air fryer parmesan chicken skewer,air fryer recipe,air fryer appetizer snack recipe,air fryer parmesan chicken skewer crispy outside tender juicy inside dip ranch dressing sauce like,1 14 pound chicken breast tender 2 olive oil 1 garlic powder 12 paprika 12 dried parsley flake 12 salt 14 black pepper 12 grated parmesan cheese,preheat air fryer 400 degree f 200 degree c according manufacturer instruction place chicken tender large bowl add olive oil garlic powder paprika parsley flake salt pepper toss coat add grated parmesan cheese toss coat evenly combined thread tender skewer place skewer basket air fryer even layer touch overlap cook 7 minute flip skewer cook chicken longer pink center juice run clear 3 minute instantread thermometer inserted near center chicken read 165 degree f 74 degree c,8,4
air fryer buffalo wing,air fryer recipe,air fryer appetizer snack recipe,crispy air fryer buffalo wing seasoned garlic paprika cayenne pepper take minute prep always come juicy inside serve ranch blue cheese sauce eat asis,2 sea salt 1 garlic powder 1 mustard powder 1 coriander 1 smoked paprika u00bd cayenne pepper u00bc black pepper 1 pound chicken wing,preheat air fryer 380 degree f 190 degree c combine sea salt garlic powder mustard powder coriander smoked paprika cayenne pepper black pepper shallow bowl dredge chicken wing spice mixture set air fryer basket one layer cook air fryer chicken wing longer pink bone juice run clear 30 minute instantread thermometer inserted near bone read 165 degree f 74 degree c wing smaller reduce cooking time,8,3
air fryer firecracker salmon bite,air fryer recipe,air fryer appetizer snack recipe,air fryer firecracker salmon bite get quick spicy soyginger marinade pop air fryer,14 balsamic vinegar 14 brown sugar 3 vegetable oil 3 soy sauce 1 garlic 1 ginger 2 crushed red pepper flake taste 12 kosher salt 1 14 pound salmon filet cooking spray,combine balsamic vinegar brown sugar oil soy sauce garlic ginger red pepper salt bowl whisk well set aside half marinade serving add salmon remaining marinade bowl toss lightly coat cover plastic wrap marinate refrigerator least 30 minute 4 hour preheat air fryer 400 degree f 200 degree c 2 3 minute according manufacturer instruction spray air fryer basket nonstick cooking spray add salmon single layer cooking batch necessary cook salmon flake easily fork lightly browned crisp around edge 6 8 minute serve drizzled reserved sauce,10,4
air fryer chicken bite,air fryer recipe,air fryer appetizer snack recipe,air fryer chicken bite seasoned lemon garlic italian herb perfect addition appetizer tray great add salad main dish family dinner,1 pound boneless chicken breast 3 butter melted 1 olive oil 1 lemon juice taste 3 clove garlic 1 talian seasoning 1 salt 1 paprika 12 cayenne pepper optional,preheat air fryer 350 degree f 175 degree c setting 5 minute stir melted butter olive oil lemon juice garlic italian seasoning salt paprika cayenne together large bowl add chicken piece toss coat thoroughly place chicken piece single layer air fryer basket may cook batch air fry preheated fryer chicken longer pink center juice run clear 8 10 minute instantread thermometer inserted near center read 165 degree f 74 degree c,9,3
4 ingredient air fryer pepper popper,air fryer recipe,air fryer appetizer snack recipe,4 ingredient air fryer pepper popper flavor love popper without heat like tad heat feel free add pepper jack cheese mixture first thing disappear next watch party,1 bell pepper color 8 ounce cream cheese softened 1 1 ounce packet ranch dip mix 2 bacon bit,preheat air fryer 390 degree f 199 degree c according manufacturer instruction quarter bell pepper lengthwise remove stem membrane seed discard cut quarter half lengthwise mix cream cheese ranch dip mix bacon bit together bowl evenly combined using spoon divide mixture pepper slice 1 12 2 per slice place stuffed bell pepper basket air fryer cook cheese filling lightly browned 8 10 minute check 8 minute air fryer vary,4,4
air fryer bell pepper popper,air fryer recipe,air fryer appetizer snack recipe,want appetizer try air fryer bell pepper popper everyone take heat jalapeño peppersno worry though use brightly colored mini bell pepper fill boursin herbflavored gournay cheese add little piece bacon top air fry single layer cooking batch depending size air fryer,9 mini pepper mini bell pepper 52 ounce gournay cheese 6 slice bacon cut 3 short piece fresh parsley garnish optional,preheat air fryer 400 degree f 200 degree c according manufacturer direction slice minipepper half stem tip remove membrane seed fill minipepper boursin place piece bacon top place filled minipepper half single layer air fryer cook bacon crisp like 8 12 minute air fry batch necessary place serving platter garnish parsley serve warm,4,4
air fryer buffalo cauliflower,air fryer recipe,air fryer appetizer snack recipe,air fryer buffalo cauliflower clever way get veggie without sacrificing saucy flavor love buffalo wing always serve celery carrot stick favorite blue cheese dressing,u00bd buffalo wing sauce frank 1 butter melted 1 honey 1 2 pound cauliflower broken floret u00bc flour u00bc cornstarch 1 garlic powder u00bd seasoned salt lawrys u00bc paprika drizzle buffalo wing sauce optional,combine hot sauce butter honey large bowl whisk well combined add cauliflower floret stir well coated combine flour cornstarch garlic powder seasoning salt paprika separate bowl stirring well gradually sprinkle flour mixture cauliflower floret tossing floret coated preheat air fryer 390 degree f 195 degree c spray fryer basket olive oil spray line parchment liner transfer cauliflower floret air fryer basket single layer making sure overcrowd basket theyll crisp turn soggy air fry 10 15 minute shaking basket several time floret lightly browned crispy overcooked mushy may cook batch depending size air fryer time may vary depending size brand air fryer give cauliflower light drizzle buffalo wing sauce come air fryer desired serve choice creamy dipping sauce,10,6
air fryer spanakopita,air fryer recipe,air fryer appetizer snack recipe,classic greek appetizer spanakopita easily made air fryer,2 10ounce package frozen spinach thawed squeezed dry 12 feta cheese 12 mozzarella cheese 12 grated parmesan cheese 1 clove garlic 1 1 pound package frozen phyllo dough thawed 12 unsalted butter melted tzatziki sauce serving fresh dill serving,filling stir together spinach feta mozzarella parmesan garlic bowl line baking sheet parchment paper arrange 1 sheet phyllo clean work surface brush lightly melted butter top 2 phyllo sheet butter cover remaining phyllo damp towel work cut phyllo stack lengthwise 3 3inchwide strip spoon 1 filling bottom strip take bottom right corner fold dough filling make triangle fold bottom left corner make another triangle continue folding dough folded arrange spanakopita seam side prepared baking sheet lightly brush butter repeat remaining phyllo filling butter preheat air fryer 375 degree f 190 degree c arrange spanakopita even layer air fryer basket working batch needed cook turning halfway spanakopita golden brown 12 15 minute cool slightly serve tzatziki sauce dill,9,6
air fryer samosa,air fryer recipe,air fryer appetizer snack recipe,use air fryer make indian samosa version vegetarian potato pea cook samosa air fryer,12 ounce yukon gold potato 1 extravirgin olive oil 12 onion 1 fresh ginger 2 clove garlic 1 garam masala 12 cumin 14 salt 18 cayenne pepper optional 23 frozen pea thawed 14 fresh cilantro plus garnish 24 wonton wrapper cooking spray,add potato small saucepan cover salted water bring boil high heat reduce heat simmer 10 minute forktender drain transfer potato bowl mash mostly smooth small chunk remaining saucepan heat oil medium heat add onion cook stirring occasionally tender 3 4 minute stir ginger garlic cook fragrant 30 second add garam masala cumin salt using cayenne cook 30 second stir mashed potato pea cook warmed remove heat stir cilantro arrange wonton wrapper clean work surface evenly spoon filling center wontonwrappers lightly wet border wrapper withwater fold two corner together form triangle press edge seal coat side samosa cooking spray preheat air fryer 350 degree f 175 degree c coat air fryer basket cooking spray working batch needed arrange samosa even layer basket cook turning halfway samosa golden brown crispy 8 minute meanwhile combine yogurt cilantro lime zest lime juice garlic salt pepper small food processor process well combined chill covered 5 day serve samosa cilantroyogurt sauce garnish additional cilantro,13,7
air fryer roasted vegetable gremolata red pepper aioli,air fryer recipe,air fryer appetizer snack recipe,air fryer roasted vegetable come wonderfully crisp tenderpaired homemade gremolada red pepper aioli make tasty appetizer side,1 medium zucchini 1 medium summer squash 1 8 ounce package cremini mushroom halved quartered large 34 cauliflower floret 6 color mini bell pepper 2 vegetable oil 14 salt 14 black pepper 12 fresh parsley 2 garlic 2 lemon zest,preheat air fryer 360 degree f 180 degree c combine zucchini summer squash mushroom cauliflower bell pepper oil salt black pepper bowl toss coat arrange vegetable even layer air fryer basket working batch needed cook turning halfway tender 10 minute meanwhile gremolata stir together parsley garlic lemon zest small bowl red pepper aioli stir together mayonnaise roasted red pepper olive oil red wine vinegar garlic small bowl top roasted vegetable gremolata serve red pepper aioli,11,6
crab rangoon air fryer,air fryer recipe,air fryer appetizer snack recipe,crab rangoon turn extra crispy cooked air fryer filled crab cream cheese spice little crab puff tasty chineseamerican treat,12 apricot fruit spread 1 chiligarlic sauce 1 lesssodium soy sauce 12 orange zest 2 freshly squeezed orange juice 1 orange 4 ounce cream cheese 4 ounce crabmeat drained 2 chive 2 orcestershire sauce 1 clove garlic grated 12 14 black pepper 18 salt 18 wonton wrapper cooking spray,stir together apricot spread chiligarlic sauce soy sauce orange zest orange juice small bowl dipping sauce preheat air fryer 350 degree f 175 degree c stir together cream cheese crab chive worcestershire garlic pepper salt bowl filling arrange 6 wonton wrapper work surface keep remaining wrapper covered ready use prevent drying spoon 2 crab filling center wrapper lightly wet border wrapper water bring together 2 opposite corner wrapper filling seal together bring remaining 2 corner toward center sealing edge wrapper enclose filling repeat remaining wrapper filling working batch needed coat dumpling cooking spray arrange even layer air fryer basket cook dumpling crispy golden brown 8 minute serve sauce,14,6
air fryer crispy pickle chip creole dipping sauce,air fryer recipe,air fryer appetizer snack recipe,crispy pickle chip easily cooked air fryer serve homemade creole dipping sauce tasty snack,12 flour 2 large egg 1 panko bread crumb 1 16 ounce jar reducedsodium dill pickle chip drained 14 mayonnaise 1 mustard,preheat air fryer 350 degree f 175 degree c lightly coat air fryer basket cooking spray put flour shallow dish second shallow dish lightly beat egg third shallow dish add panko pat pickle chip dry coat pickle flour shaking excess dip egg allowing excess drip toss panko lightly pressing adhere arrange pickle air fryer basket even layer overcrowd working batch needed cook pickle chip golden brown 6 minute meanwhile stir together mayonnaise creole mustard lemon juice smoked paprika small bowl serve dipping sauce pickle,6,4
air fryer sweet potato chip,air fryer recipe,air fryer appetizer snack recipe,use air fryer make yummy sweet potato chip much experimenting found best chip came mandoline set hair thicker 116 inch 332 inch thick,1 8 ounce sweet potato 1 canola oil 14 sea salt 14 freshly black pepper cooking spray,slice potato 116inchthick round using mandoline put potato slice large bowl cold water soak 20 minute drain pat dry paper towel wipe bowl return potato slice dried bowl add oil salt pepper toss gently coat preheat air fryer 350 degree f 175 degree c lightly coat air fryer basket cooking spray working batch needed arrange potato slice even layer basket overcrowd cook lightly golden crispy 12 16 minute turning rearranging chip even layer every 4 minute watch closely last 2 3 minute cooking check chip every 30 second using tongs remove golden chip basket needed avoid overcooking ending bitter chip let chip cool 5 minute chip continue crisp coolstore airtight container 3 day,5,5
air fryer green bean fry,air fryer recipe,air fryer appetizer snack recipe,green bean fry get extra crispy cooked air fryer fresh green bean first parboiled seasoned air fried served special sauce,1 lb fresh green bean trimmed 12 water 1 flour 1 large egg 13 milk 2 bread crumb 1 chili powder 1 garlic powder 1 onion powder 14 salt cooking spray lemon wedge serving,combine bean water saucepan cover bring boil cook bean bright green crisptender 4 minute drain transfer bowl ice water preheat air fryer 375 degree f 190 degree c put flour bowl another bowl whisk together egg milk third bowl stir together bread crumb chili powder garlic powder onion powder salt drain bean pat dry paper towel toss bean flour coat shaking excess dip egg mixture bread crumb coat shaking excess working batch needed arrange bean even layer air fryer basket lightly coat cooking spray cook turning halfway golden brown 4 minute like keep fry warm 250 degree f 95 degree c oven meanwhile stir together mayonnaise ketchup mustard pickle steak seasoning cayenne pepper small bowl special sauce serve green bean fry special sauce lemon wedge,12,6
air fryer honey garlic chicken wing,air fryer recipe,air fryer appetizer snack recipe,crispy air fryer honey garlic chicken wing flavor explosion mouththe perfect combination crispy juicy chicken wing stickysweet honey garlic sauce right amount heat cayenne pepper wing easy make air fryer satisfy craving tasty indulgent snack whether youre hosting party looking delicious appetizer wing sure impress guest begging recipe,1 baking powder 1 salt 12 black pepper 12 garlic powder 12 paprika 14 cayenne pepper 2 pound chicken wing 12 honey 14 soy sauce 2 clove garlic 1 ginger root 1 cornstarch 1 water 2 green onion,preheat air fryer 400 degree f 200 degree c mix baking powder salt black pepper garlic powder paprika cayenne pepper together small bowl pat chicken wing dry paper towel toss spice mixture evenly coated arrange wing single layer air fryer basket cook wing preheated air fryer crispy golden brown juice clear meat longer pink bone 20 25 minute instantread thermometer inserted near bone read 165 degree f 74 degree c meanwhile make honey garlic sauce stir honey soy sauce garlic ginger together small saucepan medium heat separate small bowl whisk together cornstarch water smooth add saucepan cook sauce thickens 1 2 minute transfer wing large bowl pour honey garlic sauce wing toss coat evenly garnish green onion serve hot,14,7
air fryer cheese curd,air fryer recipe,air fryer appetizer snack recipe,use air fryer make cheese curd looking cut grease wisconsin fried cheese curd everywhere quite often greasy air fried cheese curd give nice golden color traditionally fried cheese curd allow ooey gooey cheese star go ahead dipor dunk roasted garlic aioli taste bud thank jbj soul seasoning blend jbj soul kitchen give cheese curd little extra kick perfect party enjoy watching favorite game need feed cheese curd cravingsthese air fried cheese curd become new favorite,3 clove garlic peeled 1 extra virgin olive oil 12 soul food seasoning 12 mayonnaise 1 lemon juice,aioli combine garlic clove olive oil 12 soul seasoning small bowl toss coat wrap garlic tightly small piece foil preheat air fryer 375 degree f 190 degree c place wrapped garlic air fryer basket air fry 15 minute remove garlic air fryer place small bowl mash roasted garlic back spoon let stand 30 minute stir mayonnaise lemon juice mashed garlic well combined cover refrigerate 30 minute serving cheese curd place cheese curd large rimmed baking sheet lined parchment paper place tray cheese curd freezer 30 minute meanwhile whisk flour 1 soul seasoning together shallow bowl whisk egg milk together separate bowl smooth cohesive stir panko remaining 3 soul seasoning together third shallow bowl remove cheese curd freezer working batch dip cheese curd flour coat well egg mixture making sure shake excess dip curd flour mixture egg mixture finally dip curd panko fully coat breadcrumb use dry hand pack panko stick well place breaded cheese curd back onto baking sheet cheese curd breaded return baking sheet freezer 30 minute preheat air fryer 350 degree f 175 degree c remove tray freezer using mister lightly spray side cheese curd vegetable oil coat air fryer basket nonstick cooking spray working batch place cheese curd air fryer basket single layer air fry golden brown crispy side flipping halfway cooking time 4 6 minute let stand air fryer 1 2 minute serving serve roasted garlic aioli,5,10
air fryer halloumi fry,air fryer recipe,air fryer appetizer snack recipe,air fryer halloumi fry simple make perfect quick snack taco flavor mild allowing cheese star brought life dipped sauce typically also serve salsaboth good partner halloumi fry,14 sour cream 1 fresh cilantro 1 lime juice 1 lime zest 12 riracha optional,combine sour cream cilantro lime juice lime zest sriracha small bowl mix well refrigerate ready use preheat air fryer 390 degree f 199 degree c spray air fryer basket cooking spray line disposable parchment liner cut halloumi fryshaped stick 12inch thick size steak fry try keep uniform size cook evenly pat dry paper towel mix flour taco seasoning chili powder together bowl add halloumi toss well coated place fry prepared air fryer basket sure overcrowd overlap spray lightly cooking spray cook 5 6 minute cooking time may vary depending size brand air fryer may fry batch serve immediately dipping sauce,5,6
air fryer cauliflower bite,air fryer recipe,air fryer appetizer snack recipe,crispy cauliflower bite cooked air fryer make great appetizer side dish like dipped remoulade sauce,2 large egg 14 cream 12 onion powder 14 salt 14 black pepper 1 pork rind 1 parmesan cheese 1 smoked paprika 14 cayenne pepper taste 12 salt taste 4 cauliflower cut bitesized piece avocado oil cooking spray 12 remoulade sauce optional,preheat air fryer 370 degree f 188 degree c whisk egg cream onion powder salt black pepper together medium bowl stir crushed pork rind parmesan cheese smoked paprika cayenne salt together large bowl coat cauliflower piece egg mixture toss crumb mixture place coated cauliflower piece single layer parchment lined plate spray oil place cauliflower piece sprayed side single layer preheated air fryer spray oil may need fry cauliflower batch air fry 7 minute turn carefully continue air fry tender golden 3 minute serve hot remoulade sauce dipping,13,5
air fryer wonton mozzarella stick,air fryer recipe,air fryer appetizer snack recipe,need great appetizer cheesy air fried mozzarella stick couldnt easierand since use air fryer mess minimum serve warm marinara pizza sauce dipping,4 egg roll wrapper 4 mozzarella cheese stick string cheese stick 14 water needed cooking spray 3 melted butter 2 garlic 1 parsley 12 marinara sauce needed serving,preheat air fryer 350 degree f 175 degree c lay egg roll wrapper cutting board corner facing left right place cheese stick across center wrapper roll bottom corner wrapper cheese stick fold left right corner seal dab water finish rolling wrapper seal top corner dab water repeat cheese stick wrapper place roll basket air fryer spray lightly cooking spray air fry 5 minute open air fryer turn roll air fry golden crisp 5 minute meanwhile stir melted butter garlic parsley together small bowl remove roll plate brush garlic sauce,8,4
